,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,Alength,Clength,pair,label
2012,Green Bell Pepper,Organic Red Bell Pepper,0.010594795539033457,0.013289962825278811,0.0011384758364312267,0.10745614035087718,8.085510980247822,0.0009976713975760423,1.1055031374733977,1,1,"Green Bell Pepper, Organic Red Bell Pepper",Green Bell Pepper---Organic Red Bell Pepper
2013,Organic Red Bell Pepper,Green Bell Pepper,0.013289962825278811,0.010594795539033457,0.0011384758364312267,0.08566433566433565,8.085510980247822,0.0009976713975760423,1.0821028239993744,1,1,"Green Bell Pepper, Organic Red Bell Pepper",Green Bell Pepper---Organic Red Bell Pepper
2415,Red Peppers,Green Bell Pepper,0.01224442379182156,0.010594795539033457,0.001045539033457249,0.08538899430740038,8.059522620593228,0.0009158118668896228,1.081777059649231,1,1,"Green Bell Pepper, Red Peppers",Green Bell Pepper---Red Peppers
2414,Green Bell Pepper,Red Peppers,0.010594795539033457,0.01224442379182156,0.001045539033457249,0.09868421052631578,8.059522620593228,0.0009158118668896228,1.0959039969608988,1,1,"Green Bell Pepper, Red Peppers",Green Bell Pepper---Red Peppers
1250,Organic Italian Parsley Bunch,Organic Small Bunch Celery,0.012081784386617101,0.015032527881040892,0.0014637546468401488,0.12115384615384615,8.059445963619071,0.0012821348861956027,1.1207507341397347,1,1,"Organic Italian Parsley Bunch, Organic Small Bunch Celery",Organic Italian Parsley Bunch---Organic Small Bunch Celery
1251,Organic Small Bunch Celery,Organic Italian Parsley Bunch,0.015032527881040892,0.012081784386617101,0.0014637546468401488,0.0973724884080371,8.05944596361907,0.0012821348861956027,1.0944915847634569,1,1,"Organic Italian Parsley Bunch, Organic Small Bunch Celery",Organic Italian Parsley Bunch---Organic Small Bunch Celery
2155,"Organic Hass Avocado, Bag of Organic Bananas, Organic Strawberries",Organic Raspberries,0.0037407063197026024,0.037616171003717475,0.0011152416356877324,0.2981366459627329,7.9257574071871675,0.0009745305870911126,1.3711840395433759,3,1,"Organic Hass Avocado, Bag of Organic Bananas, Organic Strawberries, Organic Raspberries","Organic Hass Avocado, Bag of Organic Bananas, Organic Strawberries---Organic Raspberries"
2166,Organic Raspberries,"Organic Hass Avocado, Bag of Organic Bananas, Organic Strawberries",0.037616171003717475,0.0037407063197026024,0.0011152416356877324,0.02964793082149475,7.9257574071871675,0.0009745305870911126,1.026698788331255,1,3,"Organic Hass Avocado, Bag of Organic Bananas, Organic Strawberries, Organic Raspberries","Organic Hass Avocado, Bag of Organic Bananas, Organic Strawberries---Organic Raspberries"
1395,Blackberries,Strawberries,0.005018587360594796,0.035803903345724905,0.001370817843866171,0.27314814814814814,7.629004734780206,0.0011911328270753584,1.3265373049511044,1,1,"Blackberries, Strawberries",Blackberries---Strawberries
1394,Strawberries,Blackberries,0.035803903345724905,0.005018587360594796,0.001370817843866171,0.03828682673588579,7.629004734780206,0.0011911328270753584,1.0345926834529848,1,1,"Blackberries, Strawberries",Blackberries---Strawberries
1426,Organic Italian Parsley Bunch,Organic Cilantro,0.012081784386617101,0.014684014869888476,0.0013475836431226765,0.11153846153846153,7.595910418695229,0.0011701745415348046,1.1090136629170086,1,1,"Organic Cilantro, Organic Italian Parsley Bunch",Organic Cilantro---Organic Italian Parsley Bunch
1427,Organic Cilantro,Organic Italian Parsley Bunch,0.014684014869888476,0.012081784386617101,0.0013475836431226765,0.09177215189873417,7.595910418695228,0.0011701745415348046,1.0877427042990557,1,1,"Organic Cilantro, Organic Italian Parsley Bunch",Organic Cilantro---Organic Italian Parsley Bunch
2354,Organic Ginger Root,Organic Italian Parsley Bunch,0.01150092936802974,0.012081784386617101,0.001045539033457249,0.0909090909090909,7.524475524475523,0.0009065872845870011,1.0867100371747211,1,1,"Organic Ginger Root, Organic Italian Parsley Bunch",Organic Ginger Root---Organic Italian Parsley Bunch
2355,Organic Italian Parsley Bunch,Organic Ginger Root,0.012081784386617101,0.01150092936802974,0.001045539033457249,0.08653846153846152,7.524475524475522,0.0009065872845870011,1.0821463510076306,1,1,"Organic Ginger Root, Organic Italian Parsley Bunch",Organic Ginger Root---Organic Italian Parsley Bunch
2163,"Organic Raspberries, Organic Strawberries","Organic Hass Avocado, Bag of Organic Bananas",0.00850371747211896,0.017634758364312268,0.0011152416356877324,0.13114754098360656,7.436877686343117,0.0009652806328685342,1.1306467875429613,2,2,"Organic Hass Avocado, Bag of Organic Bananas, Organic Raspberries, Organic Strawberries","Organic Hass Avocado, Bag of Organic Bananas---Organic Raspberries, Organic Strawberries"
2158,"Organic Hass Avocado, Bag of Organic Bananas","Organic Raspberries, Organic Strawberries",0.017634758364312268,0.00850371747211896,0.0011152416356877324,0.06324110671936758,7.4368776863431165,0.0009652806328685342,1.0584327404200586,2,2,"Organic Hass Avocado, Bag of Organic Bananas, Organic Raspberries, Organic Strawberries","Organic Hass Avocado, Bag of Organic Bananas---Organic Raspberries, Organic Strawberries"
1848,"Organic Baby Spinach, Limes",Large Lemon,0.004275092936802974,0.03759293680297398,0.0011849442379182156,0.27717391304347827,7.3730316547535875,0.001024230939318141,1.3314503731447578,2,1,"Large Lemon, Organic Baby Spinach, Limes","Large Lemon---Organic Baby Spinach, Limes"
1849,Large Lemon,"Organic Baby Spinach, Limes",0.03759293680297398,0.004275092936802974,0.0011849442379182156,0.0315203955500618,7.373031654753587,0.001024230939318141,1.0281320354998422,1,2,"Large Lemon, Organic Baby Spinach, Limes","Large Lemon---Organic Baby Spinach, Limes"
1747,Organic Cilantro,Organic Ginger Root,0.014684014869888476,0.01150092936802974,0.0012314126394052044,0.08386075949367089,7.291650684055747,0.0010625328215475187,1.0789834415188346,1,1,"Organic Cilantro, Organic Ginger Root",Organic Cilantro---Organic Ginger Root
1746,Organic Ginger Root,Organic Cilantro,0.01150092936802974,0.014684014869888476,0.0012314126394052044,0.10707070707070707,7.291650684055747,0.0010625328215475187,1.1034647344782924,1,1,"Organic Cilantro, Organic Ginger Root",Organic Cilantro---Organic Ginger Root
1228,"Organic Avocado, Limes",Large Lemon,0.0054368029739776955,0.03759293680297398,0.001486988847583643,0.2735042735042735,7.275416521399215,0.0012826034569726787,1.3247250164006121,2,1,"Large Lemon, Organic Avocado, Limes","Large Lemon---Organic Avocado, Limes"
1229,Large Lemon,"Organic Avocado, Limes",0.03759293680297398,0.0054368029739776955,0.001486988847583643,0.03955500618046971,7.275416521399215,0.0012826034569726787,1.0355233286924737,1,2,"Large Lemon, Organic Avocado, Limes","Large Lemon---Organic Avocado, Limes"
633,Organic Ginger Root,Organic Garlic,0.01150092936802974,0.02562732342007435,0.002137546468401487,0.18585858585858586,7.252360412831854,0.0018428084318555574,1.1968101114319185,1,1,"Organic Garlic, Organic Ginger Root",Organic Garlic---Organic Ginger Root
632,Organic Garlic,Organic Ginger Root,0.02562732342007435,0.01150092936802974,0.002137546468401487,0.08340888485947416,7.2523604128318535,0.0018428084318555574,1.0784515083155917,1,1,"Organic Garlic, Organic Ginger Root",Organic Garlic---Organic Ginger Root
230,Limes,Organic Cilantro,0.03264405204460966,0.014684014869888476,0.0033689591078066915,0.10320284697508898,7.028244515518718,0.0028896133621702296,1.098705523101434,1,1,"Limes, Organic Cilantro",Limes---Organic Cilantro
231,Organic Cilantro,Limes,0.014684014869888476,0.03264405204460966,0.0033689591078066915,0.22943037974683544,7.028244515518717,0.0028896133621702296,1.2553777394410814,1,1,"Limes, Organic Cilantro",Limes---Organic Cilantro
1798,Organic Ginger Root,Organic Small Bunch Celery,0.01150092936802974,0.015032527881040892,0.0012081784386617101,0.10505050505050505,6.988212886203613,0.001035290397278921,1.1005844214421778,1,1,"Organic Ginger Root, Organic Small Bunch Celery",Organic Ginger Root---Organic Small Bunch Celery
1799,Organic Small Bunch Celery,Organic Ginger Root,0.015032527881040892,0.01150092936802974,0.0012081784386617101,0.080370942812983,6.988212886203613,0.001035290397278921,1.074888905376277,1,1,"Organic Ginger Root, Organic Small Bunch Celery",Organic Ginger Root---Organic Small Bunch Celery
1231,Limes,"Large Lemon, Organic Avocado",0.03264405204460966,0.006528810408921933,0.001486988847583643,0.04555160142348755,6.977013968921367,0.0012738620208054062,1.040885176268057,1,2,"Large Lemon, Organic Avocado, Limes","Large Lemon, Organic Avocado---Limes"
1226,"Large Lemon, Organic Avocado",Limes,0.006528810408921933,0.03264405204460966,0.001486988847583643,0.2277580071174377,6.977013968921367,0.0012738620208054062,1.2526590846795607,2,1,"Large Lemon, Organic Avocado, Limes","Large Lemon, Organic Avocado---Limes"
2008,Organic Broccoli,Fresh Cauliflower,0.010571561338289962,0.015520446096654275,0.0011384758364312267,0.1076923076923077,6.93873790879779,0.000974400488522823,1.1032960517882324,1,1,"Fresh Cauliflower, Organic Broccoli",Fresh Cauliflower---Organic Broccoli
2009,Fresh Cauliflower,Organic Broccoli,0.015520446096654275,0.010571561338289962,0.0011384758364312267,0.07335329341317365,6.938737908797789,0.000974400488522823,1.0677515299289537,1,1,"Fresh Cauliflower, Organic Broccoli",Fresh Cauliflower---Organic Broccoli
661,Organic Small Bunch Celery,Organic Cucumber,0.015032527881040892,0.019981412639405203,0.0020678438661710036,0.1375579598145286,6.884296035368966,0.001767472723566562,1.1363297957388976,1,1,"Organic Cucumber, Organic Small Bunch Celery",Organic Cucumber---Organic Small Bunch Celery
660,Organic Cucumber,Organic Small Bunch Celery,0.019981412639405203,0.015032527881040892,0.0020678438661710036,0.10348837209302326,6.884296035368966,0.001767472723566562,1.0986667004180348,1,1,"Organic Cucumber, Organic Small Bunch Celery",Organic Cucumber---Organic Small Bunch Celery
1656,Raspberries,Hass Avocados,0.01370817843866171,0.013313197026022305,0.001254646840148699,0.09152542372881356,6.874789244830953,0.001072147159726925,1.0860918167064306,1,1,"Hass Avocados, Raspberries",Hass Avocados---Raspberries
1657,Hass Avocados,Raspberries,0.013313197026022305,0.01370817843866171,0.001254646840148699,0.09424083769633508,6.874789244830952,0.001072147159726925,1.0889117798740786,1,1,"Hass Avocados, Raspberries",Hass Avocados---Raspberries
2299,Organic D'Anjou Pears,Organic Kiwi,0.012476765799256506,0.012616171003717471,0.0010687732342007435,0.0856610800744879,6.789784321189613,0.0009113642233039897,1.0798882203075433,1,1,"Organic D'Anjou Pears, Organic Kiwi",Organic D'Anjou Pears---Organic Kiwi
2298,Organic Kiwi,Organic D'Anjou Pears,0.012616171003717471,0.012476765799256506,0.0010687732342007435,0.0847145488029466,6.789784321189612,0.0009113642233039897,1.0789237749919591,1,1,"Organic D'Anjou Pears, Organic Kiwi",Organic D'Anjou Pears---Organic Kiwi
1173,Organic Hass Avocado,"Organic Lemon, Organic Strawberries",0.06022304832713755,0.0036942379182156133,0.0015102230483271376,0.02507716049382716,6.788182312291327,0.0012877447796464947,1.021932938391763,1,2,"Organic Hass Avocado, Organic Lemon, Organic Strawberries","Organic Hass Avocado---Organic Lemon, Organic Strawberries"
1172,"Organic Lemon, Organic Strawberries",Organic Hass Avocado,0.0036942379182156133,0.06022304832713755,0.0015102230483271376,0.4088050314465409,6.788182312291327,0.0012877447796464947,1.5896227161275014,2,1,"Organic Hass Avocado, Organic Lemon, Organic Strawberries","Organic Hass Avocado---Organic Lemon, Organic Strawberries"
957,Organic Small Bunch Celery,Carrots,0.015032527881040892,0.016426579925650556,0.0016728624535315986,0.11128284389489955,6.774559549132216,0.00142592943280911,1.106733917892355,1,1,"Carrots, Organic Small Bunch Celery",Carrots---Organic Small Bunch Celery
956,Carrots,Organic Small Bunch Celery,0.016426579925650556,0.015032527881040892,0.0016728624535315986,0.10183875530410184,6.774559549132215,0.00142592943280911,1.096648823288353,1,1,"Carrots, Organic Small Bunch Celery",Carrots---Organic Small Bunch Celery
1440,Organic Red Onion,Organic Cilantro,0.013568773234200743,0.014684014869888476,0.0013475836431226765,0.09931506849315068,6.763481879660135,0.001148339575185528,1.0939629948973102,1,1,"Organic Cilantro, Organic Red Onion",Organic Cilantro---Organic Red Onion
1441,Organic Cilantro,Organic Red Onion,0.014684014869888476,0.013568773234200743,0.0013475836431226765,0.09177215189873417,6.763481879660135,0.001148339575185528,1.0861054622229707,1,1,"Organic Cilantro, Organic Red Onion",Organic Cilantro---Organic Red Onion
686,Bunched Cilantro,Limes,0.009177509293680297,0.03264405204460966,0.002021375464684015,0.22025316455696203,6.747114734897969,0.0017217843736612264,1.2406025955921403,1,1,"Bunched Cilantro, Limes",Bunched Cilantro---Limes
687,Limes,Bunched Cilantro,0.03264405204460966,0.009177509293680297,0.002021375464684015,0.06192170818505339,6.747114734897969,0.0017217843736612264,1.0562257962385275,1,1,"Bunched Cilantro, Limes",Bunched Cilantro---Limes
929,Limes,Jalapeno Peppers,0.03264405204460966,0.00766728624535316,0.0016728624535315986,0.051245551601423495,6.683662245228082,0.00142257116229737,1.045932080138994,1,1,"Jalapeno Peppers, Limes",Jalapeno Peppers---Limes
928,Jalapeno Peppers,Limes,0.00766728624535316,0.03264405204460966,0.0016728624535315986,0.21818181818181817,6.683662245228081,0.00142257116229737,1.2373157473848015,1,1,"Jalapeno Peppers, Limes",Jalapeno Peppers---Limes
2138,"Organic Hass Avocado, Organic Raspberries",Organic Lemon,0.00724907063197026,0.023118029739776953,0.0011152416356877324,0.15384615384615385,6.654812524159258,0.0009476574052321002,1.1544968739438999,2,1,"Organic Hass Avocado, Organic Raspberries, Organic Lemon","Organic Hass Avocado, Organic Raspberries---Organic Lemon"
2143,Organic Lemon,"Organic Hass Avocado, Organic Raspberries",0.023118029739776953,0.00724907063197026,0.0011152416356877324,0.04824120603015075,6.654812524159258,0.0009476574052321002,1.0430698782694716,1,2,"Organic Hass Avocado, Organic Raspberries, Organic Lemon","Organic Hass Avocado, Organic Raspberries---Organic Lemon"
2173,Organic Small Bunch Celery,Organic Lacinato (Dinosaur) Kale,0.015032527881040892,0.011013011152416357,0.0010920074349442378,0.07264296754250386,6.59610405702398,0.0009264540377413247,1.066457636307311,1,1,"Organic Lacinato (Dinosaur) Kale, Organic Small Bunch Celery",Organic Lacinato (Dinosaur) Kale---Organic Small Bunch Celery
2172,Organic Lacinato (Dinosaur) Kale,Organic Small Bunch Celery,0.011013011152416357,0.015032527881040892,0.0010920074349442378,0.09915611814345991,6.59610405702398,0.0009264540377413247,1.093383095513786,1,1,"Organic Lacinato (Dinosaur) Kale, Organic Small Bunch Celery",Organic Lacinato (Dinosaur) Kale---Organic Small Bunch Celery
92,Organic Yellow Onion,Organic Garlic,0.02646375464684015,0.02562732342007435,0.0044609665427509295,0.16856892010535557,6.5777029205208555,0.0037827713435068617,1.171922363911864,1,1,"Organic Garlic, Organic Yellow Onion",Organic Garlic---Organic Yellow Onion
93,Organic Garlic,Organic Yellow Onion,0.02562732342007435,0.02646375464684015,0.0044609665427509295,0.17407071622846781,6.5777029205208555,0.0037827713435068617,1.178716222419907,1,1,"Organic Garlic, Organic Yellow Onion",Organic Garlic---Organic Yellow Onion
2140,"Organic Raspberries, Organic Lemon",Organic Hass Avocado,0.0028810408921933085,0.06022304832713755,0.0011152416356877324,0.38709677419354843,6.427718040621267,0.0009417365708047152,1.5333202895715128,2,1,"Organic Hass Avocado, Organic Raspberries, Organic Lemon","Organic Hass Avocado---Organic Raspberries, Organic Lemon"
2141,Organic Hass Avocado,"Organic Raspberries, Organic Lemon",0.06022304832713755,0.0028810408921933085,0.0011152416356877324,0.018518518518518517,6.427718040621266,0.0009417365708047152,1.0159325243739916,1,2,"Organic Hass Avocado, Organic Raspberries, Organic Lemon","Organic Hass Avocado---Organic Raspberries, Organic Lemon"
1846,"Large Lemon, Organic Baby Spinach",Limes,0.005762081784386617,0.03264405204460966,0.0011849442379182156,0.2056451612903226,6.299621168637356,0.0009968465402634015,1.2177881984413037,2,1,"Large Lemon, Organic Baby Spinach, Limes","Large Lemon, Organic Baby Spinach---Limes"
1851,Limes,"Large Lemon, Organic Baby Spinach",0.03264405204460966,0.005762081784386617,0.0011849442379182156,0.03629893238434164,6.299621168637356,0.0009968465402634015,1.0316870569371763,1,2,"Large Lemon, Organic Baby Spinach, Limes","Large Lemon, Organic Baby Spinach---Limes"
1654,Organic Kiwi,"Bag of Organic Bananas, Organic Strawberries",0.012616171003717471,0.016101301115241634,0.001254646840148699,0.0994475138121547,6.176365071392697,0.0010515100718964637,1.0925500889456519,1,2,"Bag of Organic Bananas, Organic Strawberries, Organic Kiwi","Bag of Organic Bananas, Organic Strawberries---Organic Kiwi"
1651,"Bag of Organic Bananas, Organic Strawberries",Organic Kiwi,0.016101301115241634,0.012616171003717471,0.001254646840148699,0.07792207792207793,6.176365071392697,0.0010515100718964637,1.070824715953715,2,1,"Bag of Organic Bananas, Organic Strawberries, Organic Kiwi","Bag of Organic Bananas, Organic Strawberries---Organic Kiwi"
